,State,Total_Expenses,Sales,Profit,Market,Trade,Product_Type,Inventory,Type,New_Column
3283,Oregon,40.0,107.0,26.0,West,15,Espresso,415.0,Regular,147.0
3284,Oregon,72.0,341.0,99.0,West,47,Espresso,1091.0,Decaf,413.0
3285,Oregon,71.0,340.0,99.0,West,47,Espresso,1073.0,Decaf,411.0
3286,Oregon,69.0,325.0,94.0,West,45,Espresso,1059.0,Decaf,394.0
3287,Oregon,66.0,306.0,87.0,West,42,Espresso,1319.0,Decaf,372.0
3288,Oregon,76.0,382.0,154.0,West,47,Espresso,1091.0,Decaf,458.0
3289,Oregon,70.0,346.0,138.0,West,45,Espresso,1091.0,Decaf,416.0
3290,Oregon,68.0,330.0,129.0,West,43,Espresso,1280.0,Decaf,398.0
3291,Oregon,74.0,387.0,160.0,West,50,Espresso,1283.0,Decaf,461.0
3292,Oregon,66.0,326.0,129.0,West,42,Espresso,1319.0,Decaf,392.0
3293,Oregon,21.0,90.0,33.0,West,10,Herbal Tea,777.0,Decaf,111.0
3294,Oregon,20.0,81.0,28.0,West,9,Herbal Tea,772.0,Decaf,101.0
3295,Oregon,21.0,87.0,31.0,West,9,Herbal Tea,777.0,Decaf,108.0
3296,Oregon,19.0,69.0,22.0,West,7,Herbal Tea,816.0,Decaf,88.0
3297,Oregon,18.0,62.0,19.0,West,7,Herbal Tea,826.0,Decaf,80.0
3298,Oregon,19.0,61.0,17.0,West,7,Herbal Tea,820.0,Decaf,80.0
3299,Oregon,21.0,93.0,46.0,West,9,Herbal Tea,777.0,Decaf,114.0
3300,Oregon,17.0,61.0,26.0,West,7,Herbal Tea,826.0,Decaf,78.0
3301,Oregon,19.0,65.0,25.0,West,7,Herbal Tea,820.0,Decaf,84.0
3302,Oregon,26.0,98.0,29.0,West,14,Herbal Tea,613.0,Decaf,124.0
3303,Oregon,28.0,106.0,32.0,West,15,Herbal Tea,608.0,Decaf,134.0
3304,Oregon,26.0,99.0,30.0,West,14,Herbal Tea,602.0,Decaf,125.0
3305,Oregon,32.0,140.0,47.0,West,20,Herbal Tea,579.0,Decaf,172.0
3306,Oregon,42.0,205.0,73.0,West,29,Herbal Tea,572.0,Decaf,247.0
3307,Oregon,42.0,200.0,70.0,West,29,Herbal Tea,561.0,Decaf,242.0
3308,Oregon,20.0,80.0,28.0,West,8,Tea,456.0,Regular,100.0
3309,Oregon,16.0,53.0,16.0,West,5,Tea,449.0,Regular,69.0
3310,Oregon,19.0,73.0,25.0,West,8,Tea,490.0,Regular,92.0
3311,Oregon,16.0,44.0,12.0,West,5,Tea,478.0,Regular,60.0
3312,Oregon,16.0,56.0,24.0,West,5,Tea,480.0,Regular,72.0
3313,Oregon,58.0,200.0,62.0,West,26,Tea,640.0,Regular,258.0
3314,Oregon,68.0,286.0,104.0,West,37,Tea,810.0,Regular,354.0
3315,Oregon,59.0,205.0,64.0,West,27,Tea,788.0,Regular,264.0
3316,Oregon,57.0,197.0,62.0,West,25,Tea,798.0,Regular,254.0
3317,Oregon,60.0,221.0,73.0,West,29,Tea,817.0,Regular,281.0
3318,Oregon,58.0,224.0,101.0,West,27,Tea,632.0,Regular,282.0
3319,Oregon,60.0,236.0,108.0,West,29,Tea,817.0,Regular,296.0
3320,Oregon,52.0,115.0,12.0,West,19,Espresso,419.0,Regular,167.0
3321,Oregon,51.0,109.0,9.0,West,18,Espresso,414.0,Regular,160.0
3322,Oregon,51.0,103.0,6.0,West,17,Espresso,422.0,Regular,154.0
3323,Oregon,54.0,129.0,19.0,West,20,Espresso,337.0,Regular,183.0
3324,Oregon,49.0,114.0,15.0,West,19,Espresso,396.0,Regular,163.0
3325,Oregon,48.0,114.0,17.0,West,19,Espresso,419.0,Regular,162.0
3326,Oregon,51.0,109.0,9.0,West,17,Espresso,409.0,Regular,160.0
3327,Oregon,54.0,128.0,18.0,West,20,Espresso,404.0,Regular,182.0
3328,Oregon,51.0,110.0,9.0,West,17,Espresso,422.0,Regular,161.0
3329,Texas,96.0,532.0,192.0,South,75,Coffee,1213.0,Regular,628.0
3330,Texas,40.0,256.0,112.0,South,29,Espresso,952.0,Regular,296.0
3331,Texas,46.0,302.0,133.0,South,34,Espresso,915.0,Regular,348.0
3332,Texas,42.0,298.0,184.0,South,34,Espresso,941.0,Regular,340.0
3333,Texas,25.0,123.0,48.0,South,14,Espresso,589.0,Decaf,148.0
3334,Texas,30.0,84.0,26.0,South,10,Herbal Tea,428.0,Decaf,114.0
3335,Texas,98.0,546.0,197.0,South,77,Coffee,1268.0,Regular,644.0
3336,Texas,39.0,193.0,70.0,South,27,Coffee,603.0,Decaf,232.0
3337,Texas,25.0,90.0,26.0,South,12,Coffee,541.0,Decaf,115.0
3338,Texas,27.0,133.0,52.0,South,15,Espresso,601.0,Decaf,160.0
3339,Texas,32.0,201.0,119.0,South,21,Espresso,449.0,Decaf,233.0
3340,Texas,47.0,140.0,33.0,South,19,Herbal Tea,329.0,Decaf,187.0
3341,Texas,46.0,134.0,31.0,South,18,Herbal Tea,323.0,Decaf,180.0
3342,Texas,40.0,109.0,28.0,South,15,Herbal Tea,420.0,Decaf,149.0
3343,Texas,36.0,101.0,24.0,South,13,Herbal Tea,435.0,Decaf,137.0
3344,Texas,40.0,256.0,112.0,South,29,Espresso,821.0,Regular,296.0
3345,Texas,46.0,322.0,197.0,South,34,Espresso,959.0,Regular,368.0
3346,Texas,33.0,208.0,121.0,South,24,Espresso,499.0,Decaf,241.0
3347,Texas,35.0,228.0,135.0,South,26,Espresso,608.0,Decaf,263.0
3348,Texas,25.0,131.0,71.0,South,14,Espresso,589.0,Decaf,156.0
3349,Texas,41.0,140.0,42.0,South,18,Herbal Tea,364.0,Decaf,181.0
3350,Texas,43.0,157.0,65.0,South,18,Herbal Tea,364.0,Decaf,200.0
3351,Texas,33.0,102.0,35.0,South,13,Herbal Tea,384.0,Decaf,135.0
3352,Texas,30.0,84.0,26.0,South,10,Herbal Tea,432.0,Decaf,114.0
3353,Texas,52.0,160.0,44.0,South,21,Espresso,-161.0,Regular,212.0
3354,Texas,98.0,582.0,292.0,South,77,Coffee,1268.0,Regular,680.0
3355,Texas,36.0,188.0,94.0,South,27,Coffee,584.0,Decaf,224.0
3356,Texas,25.0,96.0,39.0,South,12,Coffee,541.0,Decaf,121.0
3357,Texas,43.0,276.0,120.0,South,31,Espresso,897.0,Regular,319.0
3358,Texas,47.0,140.0,33.0,South,19,Herbal Tea,336.0,Decaf,187.0
3359,Texas,49.0,157.0,51.0,South,19,Herbal Tea,336.0,Decaf,206.0
3360,Texas,37.0,121.0,35.0,South,15,Herbal Tea,351.0,Decaf,158.0
3361,Texas,32.0,85.0,19.0,South,10,Herbal Tea,432.0,Decaf,117.0
3362,Texas,32.0,85.0,19.0,South,10,Herbal Tea,428.0,Decaf,117.0
3363,Texas,37.0,114.0,40.0,South,13,Herbal Tea,363.0,Decaf,151.0
3364,Texas,49.0,131.0,30.0,South,17,Espresso,-456.0,Regular,180.0
3365,Texas,45.0,134.0,46.0,South,17,Espresso,-321.0,Regular,179.0
3366,Texas,39.0,190.0,68.0,South,27,Coffee,623.0,Decaf,229.0
3367,Texas,41.0,199.0,71.0,South,28,Coffee,564.0,Decaf,240.0
3368,Texas,32.0,132.0,42.0,South,19,Coffee,548.0,Decaf,164.0
3369,Texas,35.0,219.0,95.0,South,24,Espresso,777.0,Regular,254.0
3370,Texas,36.0,223.0,96.0,South,25,Espresso,777.0,Regular,259.0
3371,Texas,33.0,212.0,126.0,South,22,Espresso,588.0,Decaf,245.0
3372,Texas,45.0,131.0,39.0,South,17,Herbal Tea,405.0,Decaf,176.0
3373,Texas,45.0,135.0,42.0,South,17,Herbal Tea,424.0,Decaf,180.0
3374,Texas,37.0,107.0,27.0,South,13,Herbal Tea,363.0,Decaf,144.0
3375,Texas,38.0,136.0,56.0,South,16,Herbal Tea,357.0,Decaf,174.0
3376,Texas,54.0,180.0,54.0,South,23,Espresso,189.0,Regular,234.0
3377,Texas,86.0,486.0,239.0,South,64,Coffee,969.0,Regular,572.0
3378,Texas,41.0,213.0,106.0,South,27,Coffee,623.0,Decaf,254.0
3379,Texas,33.0,211.0,125.0,South,22,Espresso,441.0,Decaf,244.0
3380,Texas,54.0,179.0,70.0,South,22,Espresso,-1239.0,Regular,233.0
3381,Texas,86.0,452.0,159.0,South,64,Coffee,965.0,Regular,538.0
3382,Texas,96.0,559.0,279.0,South,74,Coffee,1321.0,Regular,655.0
3383,Texas,45.0,290.0,127.0,South,33,Espresso,930.0,Regular,335.0
3384,Texas,38.0,259.0,157.0,South,27,Espresso,766.0,Regular,297.0
3385,Texas,35.0,227.0,135.0,South,24,Espresso,756.0,Regular,262.0
3386,Texas,27.0,150.0,84.0,South,15,Espresso,456.0,Decaf,177.0
3387,Texas,34.0,228.0,137.0,South,26,Espresso,562.0,Decaf,262.0
3388,Texas,35.0,93.0,20.0,South,12,Herbal Tea,414.0,Decaf,128.0
3389,Texas,36.0,107.0,28.0,South,13,Herbal Tea,419.0,Decaf,143.0
3390,Texas,48.0,159.0,61.0,South,21,Espresso,-161.0,Regular,207.0
3391,Texas,94.0,512.0,183.0,South,72,Coffee,1060.0,Regular,606.0
3392,Texas,101.0,567.0,206.0,South,80,Coffee,1319.0,Regular,668.0
3393,Texas,88.0,496.0,243.0,South,66,Coffee,942.0,Regular,584.0
3394,Texas,39.0,202.0,101.0,South,27,Coffee,613.0,Decaf,241.0
3395,Texas,36.0,188.0,94.0,South,27,Coffee,574.0,Decaf,224.0
3396,Texas,36.0,210.0,88.0,South,24,Espresso,499.0,Decaf,246.0
3397,Texas,27.0,142.0,77.0,South,15,Espresso,601.0,Decaf,169.0
3398,Texas,43.0,108.0,19.0,South,15,Herbal Tea,415.0,Decaf,151.0
3399,Texas,36.0,114.0,42.0,South,13,Herbal Tea,419.0,Decaf,150.0
3400,Texas,36.0,108.0,36.0,South,13,Herbal Tea,435.0,Decaf,144.0
3401,Texas,49.0,131.0,30.0,South,17,Espresso,-587.0,Regular,180.0
3402,Texas,96.0,554.0,275.0,South,74,Coffee,1246.0,Regular,650.0
3403,Texas,91.0,522.0,258.0,South,69,Coffee,1272.0,Regular,613.0
3404,Texas,39.0,190.0,68.0,South,27,Coffee,613.0,Decaf,229.0
3405,Texas,40.0,274.0,166.0,South,31,Espresso,897.0,Regular,314.0
3406,Texas,33.0,199.0,116.0,South,21,Espresso,580.0,Decaf,232.0
3407,Texas,38.0,128.0,38.0,South,16,Herbal Tea,357.0,Decaf,166.0
3408,Texas,89.0,527.0,265.0,South,75,Coffee,1213.0,Regular,616.0
3409,Texas,27.0,119.0,54.0,South,17,Coffee,554.0,Decaf,146.0
3410,Texas,37.0,230.0,99.0,South,26,Espresso,562.0,Decaf,267.0
3411,Texas,37.0,243.0,145.0,South,28,Espresso,598.0,Decaf,280.0
3412,Texas,45.0,127.0,28.0,South,17,Herbal Tea,424.0,Decaf,172.0
3413,Texas,36.0,114.0,42.0,South,13,Herbal Tea,424.0,Decaf,150.0
3414,Texas,37.0,245.0,148.0,South,24,Espresso,777.0,Regular,282.0
3415,Texas,40.0,245.0,105.0,South,28,Espresso,598.0,Decaf,285.0
3416,Texas,46.0,137.0,42.0,South,18,Herbal Tea,336.0,Decaf,183.0
3417,Texas,36.0,103.0,25.0,South,13,Herbal Tea,384.0,Decaf,139.0
3418,Texas,56.0,189.0,58.0,South,24,Espresso,378.0,Regular,245.0
3419,Texas,54.0,168.0,47.0,South,22,Espresso,-1239.0,Regular,222.0
3420,Texas,90.0,506.0,248.0,South,64,Coffee,965.0,Regular,596.0
3421,Texas,29.0,120.0,39.0,South,17,Coffee,554.0,Decaf,149.0
3422,Texas,26.0,99.0,30.0,South,14,Coffee,531.0,Decaf,125.0
3423,Texas,45.0,301.0,133.0,South,34,Espresso,941.0,Regular,346.0
3424,Texas,45.0,133.0,40.0,South,17,Herbal Tea,410.0,Decaf,178.0
3425,Texas,46.0,130.0,41.0,South,17,Espresso,-456.0,Regular,176.0
3426,Texas,55.0,194.0,82.0,South,23,Espresso,-868.0,Regular,249.0
3427,Texas,45.0,302.0,134.0,South,34,Espresso,928.0,Regular,347.0
3428,Texas,45.0,322.0,199.0,South,34,Espresso,928.0,Regular,367.0
3429,Texas,45.0,123.0,26.0,South,17,Herbal Tea,405.0,Decaf,168.0
3430,Texas,47.0,138.0,32.0,South,19,Herbal Tea,411.0,Decaf,185.0
3431,Texas,39.0,190.0,68.0,South,27,Coffee,574.0,Decaf,229.0
3432,Texas,38.0,197.0,98.0,South,28,Coffee,564.0,Decaf,235.0
3433,Texas,32.0,141.0,62.0,South,19,Coffee,548.0,Decaf,173.0
3434,Texas,37.0,121.0,46.0,South,14,Herbal Tea,424.0,Decaf,158.0
3435,Texas,58.0,201.0,83.0,South,23,Espresso,558.0,Regular,259.0
3436,Texas,55.0,201.0,88.0,South,24,Espresso,-1050.0,Regular,256.0
3437,Texas,87.0,507.0,253.0,South,72,Coffee,1060.0,Regular,594.0
3438,Texas,46.0,322.0,197.0,South,34,Espresso,915.0,Regular,368.0
3439,Texas,46.0,129.0,28.0,South,18,Herbal Tea,336.0,Decaf,175.0
3440,Texas,40.0,107.0,26.0,South,15,Herbal Tea,415.0,Decaf,147.0
3441,Texas,55.0,189.0,59.0,South,24,Espresso,-1050.0,Regular,244.0
3442,Texas,46.0,130.0,41.0,South,17,Espresso,-587.0,Regular,176.0
3443,Texas,87.0,498.0,246.0,South,66,Coffee,923.0,Regular,585.0
3444,Texas,37.0,254.0,155.0,South,29,Espresso,821.0,Regular,291.0
3445,Texas,45.0,125.0,27.0,South,17,Herbal Tea,410.0,Decaf,170.0
3446,Texas,36.0,107.0,28.0,South,13,Herbal Tea,424.0,Decaf,143.0
3447,Texas,55.0,180.0,53.0,South,23,Espresso,558.0,Regular,235.0
3448,Texas,51.0,150.0,39.0,South,19,Espresso,-718.0,Regular,201.0
3449,Texas,86.0,456.0,161.0,South,64,Coffee,969.0,Regular,542.0
3450,Texas,36.0,238.0,142.0,South,25,Espresso,777.0,Regular,274.0
3451,Texas,38.0,230.0,98.0,South,26,Espresso,608.0,Decaf,268.0
3452,Texas,33.0,211.0,125.0,South,22,Espresso,460.0,Decaf,244.0
3453,Texas,44.0,118.0,24.0,South,16,Herbal Tea,397.0,Decaf,162.0
3454,Texas,54.0,170.0,48.0,South,22,Espresso,9.0,Regular,224.0
3455,Texas,55.0,182.0,55.0,South,23,Espresso,-868.0,Regular,237.0
3456,Texas,37.0,178.0,63.0,South,25,Coffee,593.0,Decaf,215.0
3457,Texas,38.0,243.0,106.0,South,27,Espresso,766.0,Regular,281.0
3458,Texas,43.0,110.0,20.0,South,15,Herbal Tea,420.0,Decaf,153.0
3459,Texas,41.0,117.0,33.0,South,16,Herbal Tea,397.0,Decaf,158.0
3460,Texas,51.0,160.0,58.0,South,19,Espresso,-718.0,Regular,211.0
3461,Texas,26.0,92.0,26.0,South,13,Coffee,536.0,Decaf,118.0
3462,Texas,39.0,206.0,104.0,South,27,Coffee,603.0,Decaf,245.0
3463,Texas,45.0,309.0,188.0,South,33,Espresso,930.0,Regular,354.0
3464,Texas,33.0,187.0,78.0,South,21,Espresso,580.0,Decaf,220.0
3465,Texas,44.0,123.0,27.0,South,17,Herbal Tea,361.0,Decaf,167.0
3466,Texas,47.0,149.0,49.0,South,19,Herbal Tea,329.0,Decaf,196.0
3467,Texas,41.0,122.0,37.0,South,17,Herbal Tea,361.0,Decaf,163.0
3468,Texas,37.0,129.0,52.0,South,15,Herbal Tea,351.0,Decaf,166.0
3469,Texas,96.0,520.0,185.0,South,74,Coffee,1246.0,Regular,616.0
3470,Texas,26.0,98.0,39.0,South,13,Coffee,536.0,Decaf,124.0
3471,Texas,35.0,213.0,91.0,South,24,Espresso,756.0,Regular,248.0
3472,Texas,47.0,147.0,47.0,South,19,Herbal Tea,411.0,Decaf,194.0
3473,Texas,37.0,114.0,31.0,South,14,Herbal Tea,424.0,Decaf,151.0
3474,Texas,48.0,135.0,33.0,South,17,Espresso,-321.0,Regular,183.0
3475,Texas,87.0,467.0,166.0,South,66,Coffee,923.0,Regular,554.0
3476,Texas,109.0,672.0,345.0,South,96,Coffee,1296.0,Regular,781.0
3477,Texas,37.0,190.0,93.0,South,25,Coffee,593.0,Decaf,227.0
3478,Texas,46.0,143.0,46.0,South,18,Herbal Tea,323.0,Decaf,189.0
3479,Texas,91.0,490.0,174.0,South,69,Coffee,1272.0,Regular,581.0
3480,Texas,39.0,190.0,68.0,South,27,Coffee,584.0,Decaf,229.0
3481,Texas,26.0,106.0,45.0,South,14,Coffee,531.0,Decaf,132.0
3482,Texas,26.0,134.0,54.0,South,15,Espresso,456.0,Decaf,160.0
3483,Texas,32.0,189.0,80.0,South,21,Espresso,449.0,Decaf,221.0
3484,Texas,33.0,198.0,84.0,South,22,Espresso,460.0,Decaf,231.0
3485,Texas,56.0,201.0,86.0,South,24,Espresso,378.0,Regular,257.0
3486,Texas,54.0,181.0,71.0,South,22,Espresso,9.0,Regular,235.0
3487,Texas,88.0,465.0,164.0,South,66,Coffee,942.0,Regular,553.0
3488,Texas,96.0,525.0,188.0,South,74,Coffee,1321.0,Regular,621.0
3489,Texas,94.0,562.0,284.0,South,80,Coffee,1319.0,Regular,656.0
3490,Texas,46.0,302.0,133.0,South,34,Espresso,959.0,Regular,348.0
3491,Texas,33.0,198.0,84.0,South,22,Espresso,441.0,Decaf,231.0
3492,Texas,117.0,678.0,250.0,South,96,Coffee,1296.0,Regular,795.0
3493,Texas,37.0,254.0,155.0,South,29,Espresso,952.0,Regular,291.0
3494,Texas,33.0,199.0,85.0,South,22,Espresso,588.0,Decaf,232.0
3495,Texas,33.0,92.0,28.0,South,12,Herbal Tea,414.0,Decaf,125.0
3496,Texas,54.0,192.0,80.0,South,23,Espresso,189.0,Regular,246.0
3497,Utah,44.0,165.0,46.0,West,23,Coffee,956.0,Regular,209.0
3498,Utah,44.0,163.0,45.0,West,22,Coffee,949.0,Regular,207.0
3499,Utah,44.0,167.0,47.0,West,23,Coffee,965.0,Regular,211.0
3500,Utah,42.0,148.0,38.0,West,21,Coffee,998.0,Regular,190.0
3501,Utah,41.0,142.0,36.0,West,20,Coffee,1042.0,Regular,183.0
3502,Utah,40.0,132.0,32.0,West,18,Coffee,1070.0,Regular,172.0
3503,Utah,41.0,142.0,36.0,West,20,Coffee,1053.0,Regular,183.0
3504,Utah,40.0,139.0,36.0,West,19,Coffee,1075.0,Regular,179.0
3505,Utah,44.0,174.0,67.0,West,22,Coffee,949.0,Regular,218.0
3506,Utah,39.0,147.0,52.0,West,21,Coffee,998.0,Regular,186.0
3507,Utah,38.0,141.0,50.0,West,20,Coffee,1042.0,Regular,179.0
3508,Utah,33.0,109.0,33.0,West,15,Coffee,1064.0,Regular,142.0
3509,Utah,41.0,145.0,49.0,West,19,Coffee,1059.0,Regular,186.0
3510,Utah,41.0,151.0,53.0,West,20,Coffee,1053.0,Regular,192.0
3511,Utah,42.0,160.0,58.0,West,21,Coffee,1060.0,Regular,202.0
3512,Utah,40.0,148.0,53.0,West,19,Coffee,1075.0,Regular,188.0
3513,Utah,45.0,130.0,30.0,West,18,Coffee,312.0,Regular,175.0
3514,Utah,45.0,130.0,30.0,West,18,Coffee,305.0,Regular,175.0
3515,Utah,43.0,119.0,25.0,West,16,Coffee,311.0,Regular,162.0
3516,Utah,43.0,113.0,22.0,West,15,Coffee,334.0,Regular,156.0
3517,Utah,41.0,98.0,15.0,West,13,Coffee,384.0,Regular,139.0
3518,Utah,43.0,113.0,22.0,West,15,Coffee,380.0,Regular,156.0
3519,Utah,42.0,111.0,22.0,West,15,Coffee,375.0,Regular,153.0
3520,Utah,44.0,124.0,27.0,West,17,Coffee,380.0,Regular,168.0
3521,Utah,47.0,145.0,47.0,West,18,Coffee,312.0,Regular,192.0
3522,Utah,45.0,139.0,45.0,West,18,Coffee,305.0,Regular,184.0
3523,Utah,43.0,127.0,37.0,West,16,Coffee,311.0,Regular,170.0
3524,Utah,40.0,112.0,30.0,West,15,Coffee,334.0,Regular,152.0
3525,Utah,40.0,107.0,26.0,West,15,Coffee,367.0,Regular,147.0
3526,Utah,38.0,99.0,22.0,West,14,Coffee,388.0,Regular,137.0
3527,Utah,38.0,97.0,21.0,West,13,Coffee,384.0,Regular,135.0
3528,Utah,42.0,118.0,33.0,West,15,Coffee,375.0,Regular,160.0
3529,Utah,44.0,132.0,40.0,West,17,Coffee,380.0,Regular,176.0
3530,Utah,44.0,121.0,31.0,West,16,Coffee,392.0,Regular,165.0
3531,Utah,66.0,193.0,41.0,West,32,Coffee,484.0,Decaf,259.0
3532,Utah,66.0,189.0,38.0,West,32,Coffee,476.0,Decaf,255.0
3533,Utah,64.0,178.0,34.0,West,30,Coffee,494.0,Decaf,242.0
3534,Utah,62.0,173.0,34.0,West,29,Coffee,529.0,Decaf,235.0
3535,Utah,61.0,169.0,32.0,West,28,Coffee,580.0,Decaf,230.0
3536,Utah,62.0,169.0,31.0,West,28,Coffee,613.0,Decaf,231.0
3537,Utah,61.0,160.0,27.0,West,27,Coffee,606.0,Decaf,221.0
3538,Utah,64.0,177.0,34.0,West,30,Coffee,593.0,Decaf,241.0
3539,Utah,59.0,153.0,26.0,West,25,Coffee,619.0,Decaf,212.0
3540,Utah,66.0,206.0,61.0,West,32,Coffee,484.0,Decaf,272.0
3541,Utah,66.0,201.0,56.0,West,32,Coffee,476.0,Decaf,267.0
3542,Utah,58.0,171.0,47.0,West,29,Coffee,529.0,Decaf,229.0
3543,Utah,57.0,167.0,44.0,West,28,Coffee,580.0,Decaf,224.0
3544,Utah,58.0,167.0,43.0,West,28,Coffee,613.0,Decaf,225.0
3545,Utah,59.0,160.0,36.0,West,25,Coffee,599.0,Decaf,219.0
3546,Utah,64.0,189.0,50.0,West,30,Coffee,593.0,Decaf,253.0
3547,Utah,64.0,196.0,56.0,West,31,Coffee,601.0,Decaf,260.0
3548,Utah,45.0,65.0,-9.0,West,11,Tea,169.0,Regular,110.0
3549,Utah,44.0,68.0,-6.0,West,11,Tea,165.0,Regular,112.0
3550,Utah,46.0,75.0,-4.0,West,12,Tea,162.0,Regular,121.0
3551,Utah,44.0,65.0,-8.0,West,11,Tea,169.0,Regular,109.0
3552,Utah,46.0,78.0,-3.0,West,13,Tea,204.0,Regular,124.0
3553,Utah,48.0,89.0,1.0,West,15,Tea,219.0,Regular,137.0
3554,Utah,45.0,65.0,-9.0,West,11,Tea,215.0,Regular,110.0
3555,Utah,43.0,54.0,-13.0,West,9,Tea,212.0,Regular,97.0
3556,Utah,43.0,56.0,-12.0,West,9,Tea,209.0,Regular,99.0
3557,Utah,40.0,45.0,-15.0,West,7,Tea,218.0,Regular,85.0
3558,Utah,47.0,73.0,-14.0,West,11,Tea,169.0,Regular,120.0
3559,Utah,44.0,72.0,-9.0,West,11,Tea,165.0,Regular,116.0
3560,Utah,46.0,80.0,-6.0,West,12,Tea,162.0,Regular,126.0
3561,Utah,43.0,77.0,-4.0,West,13,Tea,204.0,Regular,120.0
3562,Utah,45.0,88.0,1.0,West,15,Tea,219.0,Regular,133.0
3563,Utah,42.0,64.0,-12.0,West,11,Tea,215.0,Regular,106.0
3564,Utah,43.0,58.0,-19.0,West,9,Tea,212.0,Regular,101.0
3565,Utah,43.0,60.0,-18.0,West,9,Tea,209.0,Regular,103.0
3566,Utah,45.0,81.0,-4.0,West,12,Tea,211.0,Regular,126.0
3567,Utah,40.0,48.0,-22.0,West,7,Tea,218.0,Regular,88.0
3568,Utah,29.0,112.0,34.0,West,16,Espresso,623.0,Regular,141.0
3569,Utah,27.0,111.0,36.0,West,15,Espresso,599.0,Regular,138.0
3570,Utah,28.0,111.0,35.0,West,15,Espresso,593.0,Regular,139.0
3571,Utah,34.0,159.0,56.0,West,22,Espresso,572.0,Regular,193.0
3572,Utah,45.0,231.0,85.0,West,33,Espresso,552.0,Regular,276.0
3573,Utah,43.0,214.0,77.0,West,31,Espresso,540.0,Regular,257.0
3574,Utah,30.0,125.0,53.0,West,16,Espresso,623.0,Regular,155.0
3575,Utah,28.0,119.0,52.0,West,16,Espresso,617.0,Regular,147.0
3576,Utah,30.0,127.0,55.0,West,17,Espresso,605.0,Regular,157.0
3577,Utah,25.0,110.0,50.0,West,15,Espresso,599.0,Regular,135.0
3578,Utah,26.0,105.0,44.0,West,15,Espresso,587.0,Regular,131.0
3579,Utah,34.0,174.0,86.0,West,25,Espresso,581.0,Regular,208.0
3580,Utah,46.0,251.0,129.0,West,33,Espresso,564.0,Regular,297.0
3581,Utah,43.0,228.0,114.0,West,31,Espresso,540.0,Regular,271.0
3582,Utah,26.0,123.0,47.0,West,14,Espresso,821.0,Decaf,149.0
3583,Utah,25.0,123.0,48.0,West,14,Espresso,814.0,Decaf,148.0
3584,Utah,25.0,121.0,47.0,West,13,Espresso,809.0,Decaf,146.0
3585,Utah,25.0,115.0,43.0,West,13,Espresso,821.0,Decaf,140.0
3586,Utah,23.0,109.0,42.0,West,12,Espresso,844.0,Decaf,132.0
3587,Utah,21.0,92.0,34.0,West,10,Espresso,876.0,Decaf,113.0
3588,Utah,21.0,83.0,28.0,West,9,Espresso,890.0,Decaf,104.0
3589,Utah,24.0,108.0,40.0,West,12,Espresso,886.0,Decaf,132.0
3590,Utah,22.0,99.0,37.0,West,11,Espresso,881.0,Decaf,121.0
3591,Utah,26.0,132.0,52.0,West,15,Espresso,885.0,Decaf,158.0
3592,Utah,26.0,123.0,47.0,West,14,Espresso,898.0,Decaf,149.0
3593,Utah,27.0,138.0,73.0,West,14,Espresso,821.0,Decaf,165.0
3594,Utah,25.0,131.0,71.0,West,14,Espresso,814.0,Decaf,156.0
3595,Utah,25.0,129.0,70.0,West,13,Espresso,809.0,Decaf,154.0
3596,Utah,25.0,123.0,64.0,West,13,Espresso,821.0,Decaf,148.0
3597,Utah,21.0,108.0,58.0,West,12,Espresso,844.0,Decaf,129.0
3598,Utah,20.0,91.0,47.0,West,10,Espresso,876.0,Decaf,111.0
3599,Utah,20.0,86.0,43.0,West,9,Espresso,894.0,Decaf,106.0
3600,Utah,20.0,82.0,39.0,West,9,Espresso,890.0,Decaf,102.0
3601,Utah,24.0,115.0,59.0,West,12,Espresso,886.0,Decaf,139.0
3602,Utah,22.0,106.0,55.0,West,11,Espresso,881.0,Decaf,128.0
3603,Utah,26.0,141.0,77.0,West,15,Espresso,885.0,Decaf,167.0
3604,Utah,26.0,131.0,70.0,West,14,Espresso,898.0,Decaf,157.0
3605,Utah,36.0,101.0,24.0,West,13,Herbal Tea,236.0,Decaf,137.0
3606,Utah,36.0,107.0,28.0,West,13,Herbal Tea,231.0,Decaf,143.0
3607,Utah,38.0,121.0,34.0,West,15,Herbal Tea,241.0,Decaf,159.0
3608,Utah,40.0,125.0,34.0,West,16,Herbal Tea,265.0,Decaf,165.0
3609,Utah,40.0,138.0,42.0,West,17,Herbal Tea,302.0,Decaf,178.0
3610,Utah,42.0,151.0,48.0,West,19,Herbal Tea,329.0,Decaf,193.0
3611,Utah,37.0,120.0,34.0,West,15,Herbal Tea,315.0,Decaf,157.0
3612,Utah,39.0,127.0,36.0,West,16,Herbal Tea,327.0,Decaf,166.0
3613,Utah,36.0,104.0,33.0,West,12,Herbal Tea,241.0,Decaf,140.0
3614,Utah,36.0,108.0,36.0,West,13,Herbal Tea,236.0,Decaf,144.0
3615,Utah,36.0,114.0,42.0,West,13,Herbal Tea,231.0,Decaf,150.0
3616,Utah,37.0,124.0,47.0,West,16,Herbal Tea,265.0,Decaf,161.0
3617,Utah,37.0,137.0,58.0,West,17,Herbal Tea,302.0,Decaf,174.0
3618,Utah,39.0,150.0,66.0,West,19,Herbal Tea,329.0,Decaf,189.0
